,tweets,sentiment,word_counts,chars_count,avg_word,stop_words_count,hash_counts,mentions_count,numeric_count,upper_count,emails_count,urls_flag,rt_count
6387,andiniok mahisadig6 ochoe8 praharsacitta gojilasaurus fritzyonda follow gw jg dooong,4,10,92,8.2,0,0,6,0,0,0,0,0
6388,canoing puppyeyes awesome,4,5,36,6.0,1,0,0,0,0,0,0,0
6389,flight conchords hip-hoppotamus rhymenoceros win try watch hbo hahahaha robots,4,18,114,5.333333333333333,7,0,0,0,2,0,0,0
6390,jennasn95 xtotallyxjonasx wowhow wait watch jonasimpressive waitunless paid massively waithaha,4,20,138,5.9,6,0,2,0,2,0,0,0
6391,simple spicy cheesy check leave comments opinions,4,16,117,6.3125,4,0,0,0,0,0,1,0
6392,guhmshoo sure,4,3,44,13.666666666666666,0,0,1,0,0,0,1,0
6393,pick vinn0sx,4,6,28,3.6666666666666665,3,0,1,0,0,0,0,0
6394,nhoustonreed pattinsonrobt stewartkris luck film looking forward god bless guys,4,20,131,5.55,7,0,3,0,0,0,0,0
6395,loveangelspells wow gladly sell soul karma,4,12,75,5.25,3,0,1,0,0,0,0,0
6396,ericmrt actually cool thing gave bouquet couple whod married longest,4,23,134,4.826086956521739,11,0,1,0,0,0,0,0
6397,mindthegap true factshope feel better,4,9,66,6.333333333333333,3,0,1,0,0,0,0,0
6398,morning singapore 1114am,4,5,38,6.6,0,0,0,0,0,0,0,0
6399,pumaswede morning exhausted dvd cover ought wake,4,17,95,4.588235294117647,4,0,1,0,1,0,0,0
6400,wants moon trailer saaayyum,4,11,61,4.545454545454546,3,0,1,0,2,0,0,0
6401,says long classes,4,14,93,5.642857142857143,4,0,0,0,0,0,1,0
6402,wow way late gotta 7 tomarow goodnight cant wait invisible children art tomarow,4,23,119,4.130434782608695,0,0,0,1,1,0,0,0
6403,sandimon ah,4,3,20,5.666666666666667,0,0,1,0,0,0,0,0
6404,wardere great,4,7,39,4.571428571428571,1,0,1,0,0,0,0,0
6405,designed2b yes need help need request universe answer come swiftly,4,25,126,4.04,13,0,1,0,0,0,0,0
6406,sorting birthday presents,4,6,38,5.333333333333333,3,0,0,0,0,0,0,0
6407,trentreznor cool identifying magnetic fields enjoying stuff,4,20,123,5.15,9,0,1,0,1,0,0,0
6408,getting scared fuck,4,14,65,3.642857142857143,9,0,0,0,0,0,0,0
6409,sitting bugging ronnie bc wants,4,12,63,4.166666666666667,5,0,1,0,0,0,0,0
6410,uphoghead stop drinking course fall hurt knees anymore,4,18,100,4.555555555555555,9,0,1,0,0,0,0,0
6411,johnlloydtaylor ampampjohn taylor absolutely brilliant,4,6,64,9.666666666666666,1,0,1,0,0,0,0,0
6412,positivelyphila thought taste music phila,4,19,104,4.473684210526316,9,0,1,0,0,0,0,0
6413,getting updates hours ago whoo,4,7,40,4.714285714285714,2,0,0,0,0,0,0,0
6414,sirreigns designing,4,5,36,6.0,2,0,1,0,0,0,0,0
6415,morning,4,2,13,5.5,0,0,0,0,0,0,0,0
6416,edinteriors vancouver complained inside sun shining outside remember,4,21,132,5.285714285714286,8,0,1,0,1,0,0,0
6417,disil429 women men need achieved,4,13,76,4.846153846153846,6,0,1,0,0,0,0,0
6418,niche affiliate websites 700 true check pull holidays leftover,4,21,136,5.476190476190476,7,0,0,0,2,0,1,0
6419,cchastain cindy called asking great question inspired martinpolley fredbeecher sgmitch,4,21,138,5.571428571428571,6,0,4,0,1,0,0,0
6420,quickie workout watch satc,4,5,33,5.6,0,0,0,0,0,0,0,0
6421,watching quotthe late showquotwhitney port judt came,4,12,83,5.916666666666667,3,0,0,0,0,0,0,0
6422,hunternjadezmom waving fun nervous,4,8,59,6.375,1,0,1,0,0,0,0,0
6423,danielle986 perfectfan right awesome told chad likes,4,17,106,5.235294117647059,6,0,2,0,0,0,0,0
6424,o0robertpatt haha okay come,4,8,54,5.0,1,0,1,0,1,0,0,0
6425,sweetteach81 dream funnyhe dreams latelyhmmmm,4,15,94,5.266666666666667,8,0,1,0,1,0,0,0
6426,xomusicloverxo yay god totally happy seemingly impossible thing,4,19,113,4.894736842105263,7,0,1,0,1,0,0,0
6427,thebfoundation ummmi dont itbut thats ok said party extra hard stranded college kidaka,4,19,124,5.526315789473684,5,0,1,0,2,0,0,0
6428,santino crawl,4,4,22,4.5,2,0,0,0,0,0,0,0
6429,pappy said prayed house grateful clean sigh lord,4,22,104,3.727272727272727,9,0,0,0,0,0,0,0
6430,train beautiful weather jurassic 5 perfect soundtrack,4,13,76,4.846153846153846,5,0,0,1,0,0,0,0
6431,connected 164 mbps stops stabbing,4,8,51,5.375,2,0,0,0,0,0,0,0
6432,feels sunday thank god,4,10,55,4.5,1,0,0,0,4,0,0,0
6433,jamming beyonce shawty,4,8,48,5.0,4,0,0,0,0,0,0,0
6434,ilauraetsy ahhh gee nightmare hair color turned white-is hilarious,4,16,107,5.6875,5,0,1,0,1,0,0,0
6435,thought friends paige haha,4,12,57,3.75,5,0,0,0,2,0,0,0
6436,sipping mimosas bar waiting brunch start ahhh,4,11,64,4.818181818181818,4,0,0,0,0,0,0,0
6437,davetran haha forgot replying shave head decided fringe instead,4,24,126,4.25,14,0,1,0,0,0,0,0
6438,dislokate village saw clapped credit yay pixar,4,17,99,4.823529411764706,5,0,1,0,1,0,0,0
6439,dongoyo29 yes sure,4,7,34,3.857142857142857,2,0,1,0,1,0,0,0
6440,guys rip actually means rise possible,4,11,64,4.818181818181818,3,0,0,0,1,0,0,0
6441,tgif movies,4,10,40,3.0,7,0,0,0,0,0,0,0
6442,lexi close oo wouldnt way,4,17,77,3.5294117647058822,7,0,0,0,4,0,0,0
6443,aurianed dont havent buy sims,4,13,63,3.8461538461538463,1,0,1,0,3,0,0,0
6444,went motorcycle ride cute boyim crushing,4,12,64,4.333333333333333,6,0,0,0,0,0,0,0
6445,watching wall-e fam movie,4,8,46,4.75,3,0,0,0,0,0,0,0
6446,yay hi 52 followers blog www,4,10,68,5.8,4,0,0,1,0,1,0,0
6447,chaz81 100 followers add train pay vip,4,20,114,4.7,9,0,1,1,0,0,1,0
6448,happy boy life,4,10,41,3.1,7,0,0,0,0,0,0,0
6449,meet best friend won bored girls delicious daybut tired busy 2morrow,4,25,136,4.4,11,0,0,0,0,0,0,0
6450,bills finances sure bonds sign lawn service,4,23,115,4.0,11,0,0,0,1,0,0,0
6451,biodagar birdstudios crushtor jessicatron haha outstanding advice delicious veg gozleme,4,16,117,6.3125,4,0,4,0,1,0,0,0
6452,ampamp heartbeats fav flick jacksons american dream,4,15,86,4.733333333333333,8,0,0,0,0,0,0,0
6453,tommcfly aw glad concert awesome gone beaches rio beautiful,4,19,109,4.7368421052631575,7,0,1,0,0,0,0,0
6454,watching house listening mcmb salampvinegar chips,4,11,78,6.090909090909091,2,0,0,0,2,0,0,0
6455,flyingjenny clarification,4,5,43,7.6,2,0,1,0,0,0,0,0
6456,bgt kid stavros flatley looks chunk goonies,4,13,71,4.461538461538462,4,1,0,0,1,0,0,0
6457,chellanglo hugs mamabear happy moms case,4,16,101,5.3125,3,0,1,0,1,0,0,0
6458,musicmonday alasdair mac colla- clannadkeep irish music alive,4,9,69,6.666666666666667,1,1,0,0,0,0,0,0
6459,crisr hai tiny chicks remember steal tiny grey,4,14,70,4.0,5,0,1,0,0,0,0,0
6460,quotder schatz der weissen falkenquot tv magazine reminds stand entertaining film,4,24,147,5.125,10,0,0,0,0,0,0,0
6461,officialalbsure nice tune,4,5,36,6.2,1,0,1,0,0,0,0,0
6462,went dinner chinese yummy,4,9,44,3.888888888888889,5,0,0,0,0,0,0,0
6463,madame butterfly seen opera,4,12,70,4.833333333333333,4,0,0,0,0,0,0,0
6464,nicolepenny look beautiful display picture,4,8,56,6.0,3,0,1,0,0,0,0,0
6465,russiansinuk play vodka checkers,4,7,48,5.857142857142857,2,0,1,1,0,0,0,0
6466,vegasmmawarrior cheers man glad dig videos,4,8,53,5.625,2,0,1,0,0,0,0,0
6467,clothes shopping later clothes,4,12,64,4.333333333333333,6,0,0,0,0,0,0,0
6468,hoppzor summer working summer conferences oncampus place room graduation,4,24,138,4.75,12,0,1,0,2,0,0,0
6469,victorcajiao man sounds killer bad way,4,11,59,4.363636363636363,5,0,1,0,0,0,0,0
6470,daveo0,4,4,23,4.75,2,0,1,0,0,0,0,0
6471,alandavies1 recommend use vuescan scan hp hp bad scanning software setup,4,22,135,5.136363636363637,9,0,1,0,2,0,1,0
6472,,4,8,44,4.375,3,0,0,0,0,0,0,0
6473,alexlobov assuming pakistani women alike fallacious,4,15,96,5.4,8,0,1,0,0,0,0,0
6474,heading bed looking forward brings 29,4,13,70,4.384615384615385,6,0,0,1,0,0,0,0
6475,driven post office depot torrential rain banzai lightning toogot,4,17,103,5.0588235294117645,6,0,0,0,1,0,0,0
6476,sweettangerine email,4,4,30,6.5,0,0,1,0,0,0,0,0
6477,seamusandmaggie aw rock ff magoo,4,11,67,5.0,3,1,1,0,0,0,0,0
6478,celebrity mayhem twitter lt3,4,8,43,4.375,4,0,0,0,0,0,0,0
6479,thinkin summer,4,4,23,4.75,2,0,0,0,0,0,0,0
6480,ditc6 otalia guidinglight madness blame crystalchappell reason twitter begin,4,21,134,5.380952380952381,5,3,1,0,1,0,0,0
6481,scottbourne canon 24-70l currently saving,4,7,50,6.142857142857143,2,0,1,0,1,0,0,0
6482,pain general annoyances exams die,4,8,49,5.125,2,0,0,0,0,0,0,0
6483,imagine intimidating exciting,4,12,77,5.416666666666667,6,0,1,0,1,0,0,0
6484,check txt messages,4,5,28,4.6,1,0,0,0,1,0,0,0
6485,marking ok far bs far relieved looks future programmers class,4,21,103,3.9047619047619047,6,0,0,0,1,0,0,0
6486,creating blog self experimenting,4,8,49,5.125,2,0,0,0,0,0,0,0
6487,making chocolate pudding playing abby bulldog visiting cute blonde,4,21,117,4.571428571428571,8,0,0,0,0,0,0,0
6488,darrelbirkett compilation fab,4,7,51,6.285714285714286,1,0,1,0,0,0,0,0
6489,,4,3,12,3.0,2,0,0,0,0,0,0,0
6490,anthoniah yea guess neighbors,4,10,59,4.9,5,0,1,0,1,0,0,0
6491,adamchandler 100 followers add train pay vip,4,20,119,4.95,9,0,1,1,0,0,1,0
6492,kourtneykardash reposted agree entirely,4,8,59,6.375,3,0,1,0,0,0,0,0
6493,morning gotta son ready best friends birthday party cute coffee spend qt familylater,4,23,139,5.043478260869565,9,0,0,0,1,0,0,0
6494,andrewbarber prodigy great putting,4,10,63,5.3,4,0,1,0,0,0,0,0
6495,icharlotte lived buy entire collection,4,13,70,4.384615384615385,6,0,1,0,0,0,0,0
6496,failblogorg need,4,10,45,3.5,3,0,1,0,2,0,0,0
6497,week london calling wait,4,10,56,4.6,3,0,0,0,0,0,0,0
6498,urgg tired beliefe text mehh 7047182092,4,9,56,5.222222222222222,2,0,0,1,0,0,0,0
6499,phone unlocked mum thought hard qld christmas,4,17,84,3.8823529411764706,5,0,0,0,5,0,0,0
6500,num3yankfan deal directly isp needs remember qwest having moments communicate,4,22,133,5.0,7,0,1,0,3,0,0,0
6501,remember kissed feel mi lips,4,12,53,3.4166666666666665,5,0,0,0,2,0,0,0
6502,drinking chelsea,4,3,25,7.333333333333333,1,0,0,0,0,0,0,0
6503,halfgoon decryption guessing play school,4,10,60,5.0,4,0,2,0,1,0,0,0
6504,kristenstewart9 close eyes tight wish york faster,4,17,103,5.0588235294117645,8,0,1,0,0,0,0,0
6505,mistermilton mode transport games ot gr8 result need tuesday hope gd bank holiday,4,25,137,4.48,10,0,1,0,1,0,0,0
6506,mikenator hangout todaaayyy,4,5,40,7.0,2,0,1,0,0,0,0,0
6507,jinjirrie guard dog,4,6,32,4.333333333333333,2,0,1,0,1,0,0,0
6508,imjulia ooh hold booty,4,10,53,4.3,5,0,1,0,0,0,0,0
6509,aww cbillingsley sing bellevue wish hear come ibc soon,4,23,122,4.304347826086956,9,0,1,0,2,0,0,0
6510,hair cut looks v straight catching bus 30 minutes yaay long weekend x,4,17,93,4.470588235294118,3,0,0,1,0,0,0,0
6511,feel accomplished maybe movie,4,10,53,4.3,5,0,0,0,1,0,0,0
6512,thebeadgirl lmao tell ya things addicting -- watch,4,12,70,4.833333333333333,3,0,1,0,2,0,0,0
6513,blaqsheepceo true thank looked versus,4,11,62,4.545454545454546,3,0,1,0,2,0,0,0
6514,lugowski cutelt3 breeding pair laid eggs awhile ago,4,11,73,5.636363636363637,2,0,1,0,0,0,0,0
6515,decorandyouhr woooohoooo excited tuesday,4,6,59,8.5,1,0,1,0,0,0,0,0
6516,excited tonighttt casoo,4,4,30,6.5,1,0,1,0,0,0,0,0
6517,happy sam gdog yojamimah times,4,8,47,4.875,2,0,1,0,0,0,0,0
6518,saturday,4,3,18,5.0,0,0,0,0,0,0,0,0
6519,ltlt won jbuck sweepstakes jbuckk,4,7,49,6.0,1,0,1,0,0,0,0,0
6520,blackberries bitchin,4,3,28,8.333333333333334,1,0,0,0,0,0,0,0
6521,stargazer60 wrote insomnia bout change fit haha,4,25,132,4.28,14,0,1,0,1,0,0,0
6522,mabelcayanan okay try,4,7,41,4.857142857142857,2,0,1,0,0,0,0,0
6523,clairebell43 yey mastering twittering,4,6,50,7.333333333333333,2,0,1,0,0,0,0,0
6524,bike gorillaz pod sun sky gonna goood,4,19,78,3.0526315789473686,6,0,0,0,3,0,0,0
6525,fingers crossed eva frist exam todaaaaaaaaaay goodluck hunn x btw dvdcds asap,4,21,122,4.666666666666667,5,0,0,0,2,0,0,0
6526,jennifalconer twilight watching xo,4,7,59,7.142857142857143,2,0,1,0,1,0,0,0
6527,wow played rock band hours hmm ok tired bed,4,20,86,3.3,4,0,0,1,1,0,0,0
6528,mrgould funny planning live makes feel quotdrinking fountains shorter bequot,4,20,127,5.35,9,0,1,0,1,0,0,0
6529,jessicasetiawan need watch ur healthnot everyday superwoman raining sudirmani win bet,4,22,136,5.136363636363637,8,0,1,0,0,0,0,0
6530,17 days left wait,4,6,28,3.6666666666666665,0,0,0,1,1,0,0,0
6531,joooline yup toefl ielts exam distance exam,4,20,100,4.0,9,0,1,0,0,0,0,0
6532,cooncatt cool bag glad san antonio pretty cool place,4,20,100,4.0,4,0,1,0,1,0,0,0
6533,bought hooka earlier broke quotprettyquot upload pic later,4,17,103,5.0588235294117645,3,0,0,0,0,0,0,0
6534,p0pc0rn444 song jump burn energy haha,4,19,92,3.8421052631578947,5,0,1,0,8,0,0,0
6535,sonnygill stand autodmsso opted,4,12,67,4.583333333333333,4,0,1,0,2,0,0,0
6536,iowa second tonight xd feeling better hate tonsilitis,4,18,94,4.222222222222222,6,0,0,0,2,0,0,0
6537,stum450n hi follow nice website check carriage returns website brand identity,4,22,141,5.409090909090909,8,0,1,0,0,0,0,0
6538,watched charlies angels watching wizards waverly place,4,10,72,6.2,1,0,0,0,0,0,0,0
6539,mathmodels eating lunchable grad dress shoppin 2dayyy,4,8,57,6.125,1,0,0,0,0,0,0,0
6540,bubblet0ess need email oops,4,8,43,4.375,2,0,1,1,0,0,0,0
6541,field trip thank god skipping shopping,4,12,66,4.5,0,0,0,0,0,0,0,0
6542,elizabethgray thank elizabeth sweet tweet btw painting yr avatar pic,4,23,131,4.695652173913044,7,0,1,0,2,0,0,0
6543,djz drinking swimming sounds fun combination,4,10,63,5.3,3,0,1,0,1,0,0,0
6544,change parker stick knitting driving daughter lady penelope fab1,4,24,137,4.666666666666667,10,0,0,0,3,0,1,0
6545,finished checking fs account,4,6,37,5.166666666666667,2,0,0,0,1,0,0,0
6546,belly button pierced mall zee bestieeelt3,4,14,77,4.5,5,0,0,0,0,0,0,0
6547,paulabspoel leuke foutmelding creatief,4,4,42,9.5,0,0,1,0,0,0,0,0
6548,booklorn notwittering bad-nope wouldnt allow fb work-nooo twittering home-have find,4,22,138,5.2727272727272725,7,0,1,0,2,0,0,0
6549,yay looking fossil coral,4,13,87,5.6923076923076925,4,0,0,0,0,0,1,0
6550,lazerus101 aww thank,4,4,27,5.75,0,0,1,0,0,0,0,0
6551,knot2serious btw- rocky road- declared marshmallows acceptable breakfast food almonds,4,21,132,5.285714285714286,7,0,1,0,1,0,0,0
6552,jchamanes awesome,4,3,29,8.666666666666666,0,0,1,0,0,0,0,0
6553,honorsociety sweettnesss summers gunna awesom duh,4,9,65,6.111111111111111,3,0,1,0,0,0,0,0
6554,lexitronavenue awwi away difference folrida best6 hrs,4,19,109,4.7368421052631575,9,0,1,0,1,0,0,0
6555,cassie drew burr drinkin burr burr wow tmac leave,4,18,86,3.7777777777777777,7,0,0,0,1,0,0,0
6556,highwarlock yesm,4,2,20,9.0,0,0,1,0,0,0,0,0
6557,arms1869 yep hear crickets,4,7,39,4.571428571428571,1,0,1,0,2,0,0,0
6558,allisonweiss hi downloaded free concert cd music coming,4,23,130,4.6521739130434785,8,0,1,0,4,0,0,0
6559,pixieodeath yuh thoroughly modern millie rehearsal tonight 6 weeks production gotta,4,20,124,5.2,6,0,1,1,0,0,0,0
6560,sinnamons apple long islands 2nite believe,4,12,77,5.333333333333333,5,0,1,0,0,0,0,0
6561,signwerks flag working city w-b,4,16,84,4.25,8,0,1,0,1,0,0,0
6562,posted amv taggedcom amv finished xd working,4,18,92,4.111111111111111,4,0,0,0,3,0,0,0
6563,sprint hwayon way yeay,4,9,46,4.0,3,0,0,0,0,0,0,0
6564,inspiration text straight phone inspires strive great,4,21,105,4.0,11,0,0,0,0,0,0,0
6565,ff checken ik sims 3 kan scoren,4,9,41,3.5555555555555554,1,0,0,0,1,0,0,0
6566,hellow worl having coffe 9 hours sleeping,4,9,52,4.777777777777778,2,0,0,1,0,0,0,0
6567,way school,4,5,20,3.0,2,0,0,0,0,0,0,0
6568,long twitter world,4,11,53,3.8181818181818183,5,0,0,0,0,0,0,0
6569,liz wanted hq movies dvd quality,4,21,93,3.4285714285714284,12,0,1,0,5,0,0,0
6570,lalahhathaway hey gotta place setting,4,9,60,5.555555555555555,4,0,1,0,0,0,0,0
6571,readin seventeen mag,4,3,21,6.0,0,0,0,0,0,0,0,0
6572,jumpman85 awwww sick whats wrong,4,11,66,5.0,2,0,1,0,1,0,0,0
6573,notorioustori pic,4,5,32,5.4,1,0,1,0,0,0,0,0
6574,manxmidge whoop whoop nice hear having positive stuff happening,4,11,77,6.0,2,0,1,0,0,0,0,0
6575,updated site,4,6,30,4.0,4,0,0,0,0,0,0,0
6576,wait,4,4,41,9.25,0,0,0,0,0,0,1,0
6577,shansgrl science lab 1700 words,4,8,46,4.75,3,0,1,1,0,0,0,0
6578,archiedineros upbeat nice tweet ya pic,4,16,82,4.0625,4,0,1,0,2,0,0,0
6579,lovin drive grate 18,4,10,49,3.8,4,0,0,0,0,0,0,0
6580,misskellyo hi hope having,4,9,48,4.333333333333333,1,0,1,0,1,0,0,0
6581,yoimz wow sister treated hahaha world chicken yumm,4,18,106,4.888888888888889,5,0,1,0,0,0,0,0
6582,croaky voice teacher asked question opened mouth came,4,17,93,4.470588235294118,6,0,0,0,0,0,0,0
6583,mackdaddie o myhops car drives md,4,10,61,5.1,4,0,1,0,1,0,0,0
6584,grayhamjam bad tho addicted little games value,4,22,119,4.409090909090909,13,0,1,0,1,0,0,0
6585,dewiandita congratz thats gonna unforgetable partybb,4,9,68,6.555555555555555,3,0,1,0,0,0,0,0
6586,heyitskayla obviously short term memory loss,4,8,55,5.875,2,0,1,0,0,0,0,0
6587,guy place rightthat hurricane sneak,4,13,71,4.461538461538462,8,0,0,0,0,0,0,0
6588,perezhilton hey mtv movie awards tonight,4,17,88,4.176470588235294,8,0,1,0,2,0,0,0
6589,thehannabeth care hannah,4,4,32,7.0,1,0,1,0,0,0,0,0
6590,jaylink twitterworld gr8 place hangout awesome ppl,4,15,85,4.666666666666667,2,0,1,1,1,0,0,0
6591,jolagerlow woo ftd 1st forever holiday,4,23,109,3.739130434782609,12,0,1,0,2,0,0,0
6592,mago de oz quothoy toca ser felizquot song start todays musicmonday,4,16,108,5.75,1,1,0,0,0,0,1,0
6593,sinu tumblr ill add na paste links,4,13,83,5.384615384615385,5,0,0,0,0,0,1,0
6594,emilmor true,4,3,18,5.0,1,0,1,0,0,0,0,0
6595,tjwislon vaccine worked charm,4,9,49,4.444444444444445,2,0,1,0,0,0,0,0
6596,whoops mean little couple r little ppl,4,10,50,4.0,2,0,0,0,1,0,0,0
6597,amyty awesome luck ausi1 deserve hd 0 efforts,4,21,111,4.285714285714286,7,0,2,0,1,0,0,0
6598,missphotogenic wth yhk yes actually took pic cause luvs bwhite,4,27,129,3.7777777777777777,7,0,1,0,6,0,0,0
6599,morning run getoffbutt,4,9,51,4.666666666666667,4,1,0,0,0,0,0,0
6600,pampering shopping white outfit totally complete,4,17,95,4.588235294117647,6,0,0,0,0,0,0,0
6601,museumcurator exhibit come alive stanger things happened doubt,4,13,91,6.0,4,0,1,0,0,0,0,0
6602,texasdreams way dreams national championships future,4,11,74,5.7272727272727275,5,0,1,0,0,0,0,0
6603,quotthis enter hall fame storiesquot gilgamesh translation kanneganti flying,4,19,143,6.526315789473684,6,0,0,0,1,0,1,0
6604,started raining,4,2,17,7.5,0,0,0,0,0,0,0,0
6605,hopefully surf thursday,4,7,36,4.142857142857143,4,0,0,0,0,0,0,0
6606,aaaaahh 30 hours,4,6,28,3.6666666666666665,1,0,0,1,1,0,0,0
6607,riversideboy dw changed wasnt sure s changed x,4,15,74,3.8666666666666667,7,0,1,0,0,0,0,0
6608,auldmags thank lovely followfriday mention,4,8,59,6.375,3,1,1,0,0,0,0,0
6609,badhadron yeah possibly hurt,4,7,43,5.142857142857143,2,0,1,0,0,0,0,0
6610,marqueshouston online addiction lmao feel loggin ull miss somethin,4,22,134,5.090909090909091,8,0,1,0,0,0,0,0
6611,goddessleonie anthem fails lift,4,18,87,3.7222222222222223,11,0,1,0,0,0,0,0
6612,hihi hi sophia hope bored longer,4,11,51,3.6363636363636362,4,0,0,0,0,0,0,0
6613,jovigal buy best presents,4,7,41,4.857142857142857,2,0,1,0,2,0,0,0
6614,spent joshua went panera bread hanging julianna hell yeah,4,18,105,4.777777777777778,7,0,0,0,0,0,0,0
6615,lendesk great meet,4,6,37,5.166666666666667,2,0,1,0,0,0,0,0
6616,car bonnet lads banter alcohol humanly possible times,4,26,124,3.769230769230769,15,0,0,0,0,0,0,0
6617,happy adam came visit,4,7,33,3.7142857142857144,3,0,0,0,0,0,0,0
6618,backstreetboys mind working recording free,4,13,88,5.769230769230769,6,0,1,0,2,0,0,0
6619,promenading awww gently lift,4,7,45,5.428571428571429,2,0,1,0,0,0,0,0
6620,missrebekahluna thank tweets making smile essentially bad office,4,22,117,4.318181818181818,13,0,1,0,0,0,0,0
6621,heading twitter writing bit tootles,4,12,65,4.416666666666667,7,0,0,0,0,0,0,0
6622,okay goodnight haha yay raining,4,7,45,5.285714285714286,1,0,0,0,0,0,0,0
6623,kevindente looks promising,4,9,54,5.0,4,0,1,0,1,0,0,0
6624,watching movie told looked kinda boring,4,14,68,3.857142857142857,6,0,0,0,0,0,0,0
6625,grown redwood tree expels tons water leaves stop cutting trees,4,21,112,4.333333333333333,8,0,0,1,0,0,0,0
6626,joek949 best stay away chilli bit morning,4,13,66,4.076923076923077,4,0,1,0,1,0,0,0
6627,listening matkearney reminds baby cant wait til tonight finish,4,20,103,4.15,8,0,1,0,1,0,0,0
6628,great days london writing recording tunes getting exciting sunshines inspired woop,4,25,142,4.68,10,0,0,0,0,0,0,0
6629,food hunting successful -gt week programming,4,16,87,4.4375,7,0,0,0,0,0,0,0
6630,headed airport,4,4,22,4.5,2,0,0,0,0,0,0,0
6631,mt4 completely head,4,7,41,4.857142857142857,4,0,0,0,1,0,0,0
6632,toriljr aww girl virtual twitter hug hahahaha,4,10,63,5.3,0,0,1,0,1,0,0,0
6633,pass parcel boom boom clap boom de clap de clap,4,11,55,4.0,1,0,0,0,8,0,0,0
6634,pt copii,4,4,61,14.25,0,0,0,0,0,0,1,0
6635,lovebellaluna thank uilleannpipes,4,10,63,5.3,2,1,1,0,0,0,0,0
6636,amazzzing,4,4,25,5.25,2,0,0,0,0,0,0,0
6637,york bound ahhhh finally,4,5,31,5.0,0,0,0,0,0,0,0,0
6638,stir-through sauce great looks unlikely,4,12,68,4.666666666666667,6,0,0,0,0,0,0,0
6639,totalgunner start race starts 100 plenty timelol,4,15,83,4.533333333333333,8,0,1,0,0,0,0,0
6640,tmspagnolo goood travelling weekly stop media tour music career eh,4,23,121,4.260869565217392,9,0,1,0,0,0,0,0
6641,fabuluhs president mean staff defense site parabel sermon mount,4,23,128,4.565217391304348,12,0,1,0,0,0,0,0
6642,crockpot quotone week easy crock-pot desserts associated contentquot,4,15,119,6.933333333333334,2,0,0,0,0,0,1,0
6643,bennglazier nup cd bunch zeros ones free,4,18,91,4.055555555555555,10,0,1,0,0,0,0,0
6644,finally gettin twitter wantin tupelo,4,16,92,4.75,8,0,0,0,0,0,0,0
6645,ive watch performance wow ur great dancer goodworrk ms maya,4,16,95,4.9375,5,0,1,0,0,0,0,0
6646,rebeccabachmann frog board,4,10,67,5.7,6,0,1,0,0,0,0,0
6647,manchesterjb marie best model ohshe notheidi besthaha believe rumors true,4,23,138,5.0,11,0,1,0,1,0,0,0
6648,better gallaghers shoots mouth,4,13,89,5.846153846153846,7,0,0,0,0,0,1,0
6649,senilius110 acc religion brossistrs aint food talk come kabhi khud bananey ki offer kar lo,4,26,142,4.461538461538462,9,0,1,0,0,0,0,0
6650,zinedistro hey stock notes errata stock notes errata,4,15,86,4.733333333333333,5,0,1,0,0,0,0,0
6651,ibeatcancrtwice thanksi washed furry ears look marvelous,4,12,85,6.0,5,0,1,0,0,0,0,0
6652,taytaystar come plastic surgery hope car accident 6 days later,4,21,105,4.0,9,0,1,1,1,0,0,0
6653,nitajoy sure herbal regular pg tips twinings,4,15,82,4.466666666666667,6,0,1,0,2,0,0,0
6654,nehabebo malena turned ornery hehe,4,17,84,3.9411764705882355,9,0,1,0,0,0,0,0
6655,amazinggg,4,2,17,7.5,0,0,0,0,0,0,0,0
6656,lorissl monkey old respect,4,16,87,4.3125,9,0,1,0,0,0,0,0
6657,spicybev probably try,4,13,71,4.384615384615385,5,0,1,0,1,0,0,0
6658,shiieee yup ate friend ng mama ko,4,7,37,4.285714285714286,0,0,1,0,0,0,0,0
6659,bye bring lunchtime sunshine park rugby players,4,17,90,4.294117647058823,7,0,0,0,0,0,0,0
6660,monsterofblah english words suffice darl meletup2 bah poknya man di njih2i mawon lah,4,14,92,5.571428571428571,1,0,1,0,0,0,0,0
6661,bodylanguagela apreciate rt ff followback,4,12,73,5.083333333333333,4,1,1,0,0,0,0,0
6662,roberthoudin argument needed,4,8,55,5.875,2,0,1,0,0,0,0,0
6663,spearso message directly -- message privately d,4,22,122,4.545454545454546,13,0,2,0,0,0,0,0
6664,calichica ooh makes happy orchata later afternoon iquotl 1 4 quesidilla 4,4,29,142,3.896551724137931,11,0,1,5,0,0,0,0
6665,cyberfelix reckon tied ideally followers updates case right,4,22,125,4.681818181818182,10,0,1,0,0,0,0,0
6666,dimplessince88,4,6,37,5.166666666666667,4,0,1,0,0,0,0,0
6667,stephenfry answer audienceboo jumping puppy,4,17,92,4.352941176470588,9,0,1,0,1,0,0,0
6668,packing trip ascari track thank bacardi,4,11,59,4.363636363636363,5,0,0,0,0,0,0,0
6669,synnr optec sign dont pay,4,12,57,3.75,7,0,1,0,0,0,0,0
6670,7 exams yays,4,6,25,3.1666666666666665,1,0,0,1,0,0,0,0
6671,pembsdave hope having relaxing feel laid stand,4,16,83,4.1875,4,0,1,0,2,0,0,0
6672,making pizza,4,2,14,6.0,0,0,0,0,0,0,0,0
6673,mjkanter visit spa leave vacay small related mtg attached,4,21,105,4.0,11,0,1,0,0,0,0,0
